Time;Fz1
5.268;-184874.7515
5.27;-204627.6658
5.272;-212720.2829
5.274;-234378.5786
5.276;-219033.1507
5.278;-220516.9841
5.28;-219790.0624
5.282;-235754.7457
5.284;-243976.2137
5.286;-250328.742
5.288;-248170.5084
5.29;-263493.6459
5.292;-250348.4801
5.294;-222785.876
5.296;-224025.691
5.298;-170082.5723
5.3;-229234.5283
5.302;-225819.7051
5.304;-202049.9972
5.306;-192283.5105
5.308;-201262.3723
5.31;-218641.9332
5.312;-231297.4461
5.314;-234563.2834
5.316;-249867.8171
5.318;-249770.9982
5.32;-281677.4503
5.322;-318680.6777
5.324;-274945.7855
5.326;-269574.8886
5.328;-274732.0125
5.33;-264889.2675
5.332;-310837.9493
5.334;-330758.3968
5.336;-358020.8027
5.338;-340040.6471
5.34;-331196.0387
5.342;-311930.4658
5.344;-321592.0228
5.346;-296361.1123
5.348;-265331.1917
5.35;-284037.5743
5.352;-298672.288
5.354;-320581.2664
5.356;-314003.4512
5.358;-304448.1
5.36;-278313.5747
5.362;-292734.9409
5.364;-281350.5518
5.366;-258070.5394
5.368;-294490.9249
5.37;-285436.0318
5.372;-252278.5057
5.374;-234741.2383
5.376;-233920.3904
5.378;-219549.3906
5.38;-229196.5977
5.3819992;-227190.5832
5.384;-229962.0171
5.386;-229248.4245
5.388;-230192.6924
5.3899992;-222168.223
5.392;-221021.2564
5.394;-192204.1043
5.396;-245805.3649
5.3979992;-218201.5546
5.4;-213867.2212
5.402;-226740.9879
5.404;-251389.1274
5.4059992;-238603.6718
5.408;-232067.2895
5.41;-226901.7288
5.412;-257265.36
5.4139992;-291234.2477
5.416;-260217.4292
5.418;-281466.4849
5.42;-225588.9874
5.4219992;-247832.3513
5.424;-216073.8925
5.426;-209583.2115
5.428;-240082.5565
5.4299992;-222008.9141
5.432;-260019.4807
5.434;-242448.2955
5.436;-282625.7878
5.4379992;-282171.9527
5.44;-260238.6703
5.442;-264037.0684
5.444;-251783.0959
5.4459992;-271313.6869
5.448;-284977.0069
5.45;-280753.8139
5.452;-284933.6455
5.4539992;-322215.5321
5.456;-283961.1457
5.458;-282383.9674
5.46;-285009.5068
5.4619992;-370977.1802
5.464;-310169.2637
5.466;-314920.0828
5.468;-328470.2773
5.4699992;-413012.7788
5.472;-324710.2496
5.474;-327660.8157
5.476;-291678.9512
5.4779992;-364219.7368
5.48;-279172.1832
5.482;-302758.2784
5.484;-296642.2388
5.4859992;-375376.1447
5.488;-323066.5403
5.49;-373335.8012
5.492;-373396.1499
5.4939992;-393516.4459
5.496;-306226.1194
5.498;-318672.255
5.5;-351806.7249
5.502;-393820.3165
5.504;-345810.7873
5.506;-355604.6691
5.508;-326698.2418
5.51;-300487.2596
5.512;-303147.0002
5.514;-281495.3265
5.516;-276923.4549
5.518;-314476.7691
5.52;-287729.0574
5.522;-277673.0499
5.524;-274373.9755
5.526;-262327.9055
5.528;-262895.802
5.53;-227297.9233
5.532;-234600.7319
5.534;-211980.2025
5.536;-206278.3234
5.538;-182148.3946
5.54;-198589.9691
5.542;-228617.641
5.544;-245976.6555
5.546;-254700.5382
5.548;-281268.8484
5.55;-318223.2411
5.552;-290634.3336
5.554;-309897.9212
5.556;-292858.8146
5.558;-309592.0369
5.56;-321236.2828
5.562;-355976.2337
5.564;-393282.5093
5.566;-412700.6839
5.568;-451623.5857
5.57;-425596.3723
5.572;-382713.2255
5.574;-379920.5078
5.576;-426153.237
5.578;-320316.163
5.58;-362542.5066
5.582;-337424.2395
5.584;-331026.1943
5.586;-300181.9708
5.588;-275554.7747
5.59;-244491.9005
5.592;-232577.3045
5.594;-239141.3655
5.596;-219528.0218
5.598;-206451.1029
5.6;-196841.5712
5.602;-229000.7478
5.604;-232163.3569
5.606;-221944.9353
5.608;-204354.3807
5.61;-235545.8931
5.612;-217185.9769
5.614;-235719.098
5.616;-283058.1265
5.618;-319882.6899
5.62;-328878.1134
5.622;-361597.8274
5.624;-339626.4583
5.626;-389411.483
5.628;-372688.3849
5.63;-348594.9122
5.6319992;-405865.4505
5.634;-402206.0419
5.636;-381289.0744
5.638;-393885.458
5.6399992;-411145.8244
5.642;-371670.6521
5.644;-381491.5886
5.646;-389713.0566
5.6479992;-455116.8368
5.65;-462377.2055
5.652;-390946.037
5.654;-457558.182
5.6559992;-308508.8505
5.658;-299521.5662
5.66;-319054.9648
5.662;-312955.7991
5.6639992;-274612.7045
5.666;-325346.2086
5.668;-337565.214
5.67;-345618.057
5.6719992;-281825.3445
5.674;-293719.4082
5.676;-276308.1132
5.678;-227004.2478
5.6799992;-223772.5837
5.682;-203045.468
5.684;-213706.9623
5.686;-204749.838
5.6879992;-192164.3019
5.69;-221438.3661
5.692;-208572.3556
5.694;-192248.9405
5.6959992;-177768.9697
5.698;-188570.29
5.7;-206849.1692
5.702;-211140.1978
5.7039992;-182357.2614
5.706;-210346.0502
5.708;-208807.54
5.71;-230651.5188
5.7119992;-285753.3165
5.714;-192407.2425
5.716;-233406.1924
5.718;-224910.8865
5.7199992;-347757.0062
5.722;-300092.6105
5.724;-263216.4615
5.726;-229434.7881
5.7279992;-356494.3877
5.73;-315949.0461
5.732;-353437.2755
5.734;-403185.1778
5.736;-407579.3777
5.738;-423232.59
5.74;-424319.775
5.742;-401492.208
5.744;-342436.4186
5.746;-329434.9215
5.748;-324301.3074
5.75;-266220.7969
5.752;-276572.0539
5.754;-309538.1541
5.756;-256857.4388
5.758;-277139.4966
5.76;-279217.8133
5.762;-324526.2823
5.764;-268139.2802
5.766;-261383.0846
5.768;-292268.3724
5.77;-265206.2402
5.772;-246429.4414
5.774;-231216.4658
5.776;-253317.8484
5.778;-262667.1686
5.78;-248118.2989
5.782;-244569.7187
5.784;-249431.5932
5.786;-240684.8813
5.788;-225173.2957
5.79;-243636.2982
5.792;-218023.4009
5.794;-202263.2314
5.796;-204317.4569
5.798;-193216.9169
5.8;-176453.4917
5.802;-207332.8241
5.804;-242543.1293
5.806;-252162.7712
5.808;-264130.5975
5.81;-257789.5264
5.812;-265969.2493
5.814;-287832.399
5.816;-274019.8802
5.818;-273710.3661
5.82;-299889.1037
5.822;-292470.7449
5.824;-280055.1807
5.826;-321067.2609
5.828;-354439.4107
5.83;-388254.3071
5.832;-373160.9089
5.834;-410988.5149
5.836;-399718.4709
5.838;-383321.5909
5.84;-389338.7696
5.842;-361801.5896
5.844;-384894.033
5.846;-361901.925
5.848;-358834.5467
5.85;-335501.247
5.852;-329234.9312
5.854;-309322.6796
5.856;-338727.0692
5.858;-272379.6591
5.86;-324726.8965
5.862;-296484.2203
5.864;-281411.0424
5.866;-272808.5945
5.868;-249332.2787
5.87;-231947.3154
5.872;-200032.1993
5.874;-211542.5323
5.876;-166830.1207
5.878;-169227.6931
5.88;-160555.3821
5.882;-163967.6105
5.884;-151433.1779
5.886;-159189.8924
5.888;-185039.1082
5.8899992;-196285.7557
5.892;-215229.5063
5.894;-224148.6999
5.896;-204896.7113
5.8979992;-226985.1619
5.9;-218441.6025
5.902;-239939.1432
5.904;-234354.4732
5.9059992;-220182.3009
5.908;-187192.6624
5.91;-192491.0728
5.912;-186422.4927
5.9139992;-191850.8316
5.916;-158406.7483
5.918;-158277.1318
5.92;-162918.4696
5.9219992;-178381.7308
5.924;-183493.9478
5.926;-215019.5193
5.928;-198089.0291
5.9299992;-202895.3476
5.932;-166768.1129
5.934;-156220.7368
5.936;-162849.9817
5.9379992;-155659.0367
5.94;-172653.2646
5.942;-174991.566
5.944;-215337.3287
5.9459992;-163798.8155
5.948;-220598.0494
5.95;-228690.482
5.952;-252201.4817
5.9539992;-186211.1162
5.956;-201315.7445
5.958;-222663.2216
5.96;-225508.8722
5.9619992;-223036.4168
5.964;-249227.1221
5.966;-310467.973
5.968;-246092.7305
5.9699992;-226656.9306
5.972;-247244.1495
5.974;-256640.0359
5.976;-270476.6884
5.978;-254170.0193
5.98;-292787.1788
5.982;-291980.1844
5.984;-279003.7853
5.986;-294964.5832
5.988;-311073.0486
5.99;-315016.9018
5.992;-342779.6522
5.994;-353885.2118
5.996;-319111.485
5.998;-405057.0949
6;-365666.5187
6.002;-404624.2742
6.004;-387224.0393
6.006;-414484.0632
6.008;-396052.7382
6.01;-350248.3489
6.012;-338159.3996
6.014;-302641.1824
6.016;-334380.4562
6.018;-327604.9478
6.02;-364721.8112
6.022;-306741.2107
6.024;-319596.2034
6.026;-302281.4155
6.028;-298451.7371
6.03;-307358.254
6.032;-341562.5813
6.034;-366524.248
6.036;-338209.6524
6.038;-340560.8147
6.04;-291525.9523
6.042;-310288.6566
6.044;-270675.4875
6.046;-216672.9133
6.048;-207331.0942
6.05;-187377.1259
6.052;-204560.7804
6.054;-228045.6467
6.056;-242455.5272
6.058;-240090.2702
6.06;-281352.5087
6.062;-282423.1318
6.064;-310941.2342
6.066;-349963.8193
6.068;-333329.2875
6.07;-397843.2357
6.072;-429398.4853
6.074;-414754.7818
6.076;-430246.1471
6.078;-461770.8536
6.08;-402504.8363
6.082;-427749.3026
6.084;-468293.1695
6.086;-459565.9123
6.088;-429428.0074
6.09;-470672.2093
6.092;-474747.3095
6.094;-498536.8266
6.096;-487436.7403
6.098;-514460.8425
6.1;-452860.9052
6.102;-506487.2072
6.104;-455077.4457
6.106;-449755.5253
6.108;-395803.9697
6.11;-432654.6236
6.112;-380972.4137
6.114;-370489.9661
6.116;-351845.4071
6.118;-313094.9586
6.12;-279095.9532
6.122;-244457.2736
6.124;-238128.1986
6.126;-218689.6337
6.128;-228199.1276
6.13;-189526.6248
6.132;-178014.9306
6.134;-244212.7024
6.136;-217469.7268
6.138;-195873.1694
6.14;-209994.1955
6.142;-196804.1793
6.144;-187012.8498
6.146;-180141.0471
6.1479992;-200652.4331
6.15;-218096.7242
6.152;-189651.9166
6.154;-212276.6147
6.1559992;-205441.1546
6.158;-233512.3416
6.16;-225091.5073
6.162;-261569.434
6.1639992;-284796.2443
6.166;-271719.9634
6.168;-324869.4591
6.17;-298730.5097
6.1719992;-292279.7445
6.174;-291261.0474
6.176;-335725.995
6.178;-344823.8243
6.1799992;-383295.2166
6.182;-284913.2267
6.184;-362613.1215
6.186;-381789.8726
6.1879992;-381408.8361
6.19;-263733.7365
6.192;-295971.0574
6.194;-321439.5062
6.1959992;-391067.9257
6.198;-465034.5073
6.2;-366972.8082
6.202;-309638.7732
6.2039992;-306266.2763
6.206;-305169.279
6.208;-323721.2447
6.21;-300411.54
6.212;-286608.153
6.214;-287809.9384
6.216;-276737.5592
6.218;-250612.1655
6.22;-236028.6546
6.222;-238127.3477
6.224;-237190.3115
6.226;-250892.895
6.228;-224518.2793
6.23;-246637.3723
6.232;-270008.9005
6.234;-285519.1247
6.236;-251730.2055
6.238;-257372.9839
6.24;-247814.3147
6.242;-243628.868
6.244;-245975.9466
6.246;-249902.4722
6.248;-234175.8375
6.25;-242408.3089
6.252;-222864.3179
6.254;-245281.0853
6.256;-292088.1486
6.258;-328388.7157
6.26;-290116.3211
6.262;-278893.8643
6.264;-294297.0036
6.266;-251456.9914
6.268;-232538.0979
6.27;-266987.9747
6.272;-255310.6333
6.274;-270329.0494
6.276;-269069.014
6.278;-288364.5626
6.28;-317370.7015
6.282;-319006.0732
6.284;-353054.3389
6.286;-353816.5255
6.288;-388902.4039
6.29;-425728.6121
6.292;-382028.7437
6.294;-380525.1011
6.296;-399825.2724
6.298;-401013.6437
6.3;-384288.8724
6.302;-341463.4937
6.304;-256392.5153
6.306;-236865.2562
6.308;-246597.2155
6.31;-261957.1918
6.312;-247709.2999
6.314;-245243.112
6.316;-246683.598
6.318;-252290.927
6.32;-239168.4205
6.322;-233358.662
6.324;-203416.9759
6.326;-191203.4296
6.328;-195665.4227
6.33;-217704.755
6.332;-206158.278
6.334;-232819.749
6.336;-217764.324
6.338;-202476.3663
6.34;-169130.5765
6.342;-170528.8071
6.344;-150114.7364
6.346;-154663.4808
6.348;-164529.991
6.35;-162605.9492
6.352;-158792.8044
6.354;-183995.9794
6.356;-174305.8363
6.358;-185600.3687
6.36;-194870.6937
6.362;-185004.4956
6.364;-166449.7648
6.366;-185041.8732
6.368;-194011.2629
6.37;-200077.9004
6.372;-194412.7466
6.374;-232299.6095
6.376;-238245.4361
6.378;-257483.0749
6.38;-288927.8082
6.382;-248396.5328
6.384;-234765.1736
6.386;-232876.9356
6.388;-220266.9253
6.39;-224568.0216
6.392;-233670.9131
6.394;-224464.6375
6.396;-236241.7895
6.398;-249493.1614
6.4;-267106.0632
6.402;-258953.9907
6.404;-210157.9425
6.4059992;-202315.994
6.408;-212785.3109
6.41;-241603.3847
6.412;-247647.0512
6.4139992;-263363.7034
6.416;-249697.519
6.418;-259996.538
6.42;-261471.3105
6.4219992;-313323.1948
6.424;-288794.1221
6.426;-319386.8546
6.428;-288998.338
6.4299992;-369349.6357
6.432;-288586.6732
6.434;-284745.3958
6.436;-305506.5853
6.4379992;-331587.1995
6.44;-305382.8818
6.442;-375368.8564
6.444;-359047.3555
6.4459992;-294490.698
6.448;-375138.323
6.45;-401385.9739
6.452;-404188.9577
6.454;-367944.1168
6.456;-353307.6165
6.458;-303342.6799
6.46;-250312.9742
6.462;-231096.0377
6.464;-223738.6375
6.466;-208373.84
6.468;-231066.1753
6.47;-220875.5458
6.472;-223730.7111
6.474;-217132.6472
6.476;-231909.81
6.478;-239387.4966
6.48;-255910.8311
6.482;-300603.4196
6.484;-280416.394
6.486;-313580.1024
6.488;-301690.3778
6.49;-305964.8445
6.492;-348467.4936
6.494;-303350.1953
6.496;-265188.0336
6.498;-243611.0584
6.5;-233841.3244
6.502;-227721.9954
6.504;-204066.6181
6.506;-208195.02
6.508;-201901.0396
6.51;-210455.3757
6.512;-212022.1178
6.514;-220495.516
6.516;-188993.7237
6.518;-245397.1884
6.52;-254830.6509
6.522;-292794.5522
6.524;-296085.1472
6.526;-328137.4234
6.528;-315824.4917
6.53;-291175.4588
6.532;-281494.277
6.534;-311107.7888
6.536;-321148.7091
6.538;-332639.1338
6.54;-324441.658
6.542;-340032.9334
6.544;-341248.0191
6.546;-329159.9205
6.548;-345970.9611
6.55;-365713.8788
6.552;-362985.1397
6.554;-314522.9949
6.556;-310902.24
6.558;-317850.769
6.56;-300234.4074
6.562;-312703.6558
6.564;-289829.0124
6.566;-293089.7734
6.568;-286331.1103
6.57;-307438.114
6.572;-318953.58
6.574;-296034.8944
6.576;-286736.6777
6.578;-287765.8678
6.58;-302452.9613
6.582;-254227.4186
6.584;-261911.7034
6.586;-257870.464
6.588;-209590.0034
6.59;-174086.7885
6.592;-190128.0138
6.594;-178163.3352
6.596;-186243.4459
6.598;-174640.3209
6.6;-188089.4285
6.602;-199692.0994
6.604;-212622.514
6.606;-235665.3994
6.608;-275429.0576
6.61;-272230.3187
6.612;-292812.1633
6.614;-309856.0343
6.616;-361465.0489
6.618;-407807.1887
6.62;-450418.4541
6.622;-414926.9232
6.624;-469412.9963
6.626;-469716.0161
6.628;-494058.3709
6.63;-489132.4041
6.632;-461602.4841
6.634;-387822.7624
6.636;-351081.7174
6.638;-374942.303
6.64;-408604.2289
6.642;-332559.8978
6.644;-314742.9786
6.646;-278967.315
6.648;-287568.5717
6.65;-314470.842
6.652;-292412.6932
6.654;-341800.1477
6.656;-362753.3303
6.658;-350445.7301
6.66;-361598.4514
6.662;-408938.5292
6.6639992;-367209.3821
6.666;-356596.6517
6.668;-335083.5984
6.67;-286600.3258
6.6719992;-352751.9145
6.674;-357076.8893
6.676;-268168.689
6.678;-285059.079
6.6799992;-351320.3899
6.682;-309287.6557
6.684;-382669.3536
6.686;-322722.2857
6.688;-342391.8377
6.69;-369470.8153
6.692;-378596.0965
6.694;-438752.6833
6.696;-420518.768
6.698;-419081.1746
6.7;-438574.4447
6.702;-447685.4895
6.704;-453800.1962
6.706;-359488.9393
6.708;-353353.984
6.71;-343866.0715
6.712;-330290.5238
6.714;-299155.163
6.716;-291542.0321
6.718;-271776.3418
6.72;-285585.9677
6.722;-277658.0194
6.724;-288745.5424
6.726;-233249.4218
6.728;-254133.0671
6.73;-202514.7507
6.732;-230433.5344
6.734;-234802.5939
6.736;-212762.0562
6.738;-212420.6803
6.74;-187146.9046
6.742;-188458.0011
6.744;-181015.5226
6.746;-199532.3087
6.748;-201535.5156
6.75;-247737.319
6.752;-253027.4484
6.754;-245782.9043
6.756;-250861.0759
6.758;-235912.2253
6.76;-221309.1324
6.762;-237063.8287
6.764;-245600.2699
6.766;-255822.8036
6.768;-273344.8988
6.77;-278125.4953
6.772;-265678.3105
6.774;-285129.0132
6.776;-237191.7152
6.778;-233563.1049
6.78;-247022.0672
6.782;-249456.748
6.784;-260922.897
6.786;-281745.9099
6.788;-311924.8507
6.79;-299285.6445
6.792;-312619.2583
6.794;-324960.2942
6.796;-318749.988
6.798;-311892.124
6.8;-311235.8597
6.802;-304618.9369
6.804;-319625.2434
6.806;-323080.2945
6.808;-344967.2378
6.81;-353572.2377
6.812;-328357.2936
6.814;-296656.305
6.816;-301764.4807
6.818;-306072.0146
6.82;-298935.0092
6.822;-312933.0832
6.824;-287783.5357
6.826;-322291.3933
6.828;-309533.1628
6.83;-317373.2539
6.832;-300187.5009
6.834;-314624.6349
6.836;-304206.0244
6.838;-246501.0205
6.84;-241174.7044
6.842;-231605.8117
6.844;-221634.5561
6.846;-217856.1941
6.848;-169596.7621
6.85;-177551.8078
6.852;-188097.7802
6.854;-225610.257
6.856;-167804.6339
6.858;-190322.4598
6.86;-157713.0921
6.862;-166866.5625
6.864;-237430.6572
6.866;-261347.2099
6.868;-291831.0992
6.87;-312782.6651
6.872;-355497.0452
6.874;-344005.5146
6.876;-311803.9264
6.878;-369439.8469
6.88;-410758.8607
6.882;-319500.6324
6.884;-284323.4368
6.886;-300460.5167
6.888;-315631.7045
6.89;-402036.9634
6.892;-399986.552
6.894;-447134.4101
6.896;-454588.6151
6.898;-414943.1447
6.9;-490319.3574
6.902;-465763.3432
6.904;-479971.8722
6.906;-464400.6186
6.908;-535650.2303
6.91;-495724.0303
6.912;-493791.7359
6.9139992;-444679.1689
6.916;-478006.1138
6.918;-486896.3809
6.92;-421508.9355
6.9219992;-455175.0019
6.924;-493943.2884
6.926;-484513.3425
6.928;-472538.1711
6.93;-518589.3437
6.932;-467053.2694
6.934;-463609.3069
6.936;-465606.5726
6.938;-440280.3461
6.94;-410629.5986
6.942;-447183.5003
6.944;-446105.2768
6.946;-399881.7643
6.948;-397601.1317
6.95;-374593.6811
6.952;-330709.0515
6.954;-308443.9359
6.956;-305761.3376
6.958;-275967.3469
6.96;-257557.7168
6.962;-240854.8674
6.964;-234814.0369
6.966;-242245.2992
6.968;-239406.9227
6.97;-220516.3602
6.972;-180063.6544
6.974;-190426.6238
6.976;-187401.2457
6.978;-198179.0135
6.98;-227276.2994
6.982;-219607.2011
6.984;-199407.2296
6.986;-210507.1456
6.988;-184090.076
6.99;-171826.0926
6.992;-168224.0549
6.994;-166557.9417
6.996;-143622.8784
6.998;-166065.9207
7;-152390.8315
7.002;-164566.7023
7.004;-213607.4351
7.006;-203931.3865
7.008;-230891.8219
7.01;-212714.3417
7.012;-215123.7542
7.014;-236989.045
7.016;-207685.1468
7.018;-196907.7902
7.02;-185277.9225
7.022;-192048.8793
7.024;-161793.7509
7.026;-172111.4304
7.028;-187778.8366
7.03;-192379.7481
7.032;-186333.7988
7.034;-209543.565
7.036;-199179.0358
7.038;-208400.186
7.04;-191961.0504
7.042;-200472.7481
7.044;-228794.9439
7.046;-214077.2649
7.048;-236336.5099
7.05;-255546.073
7.052;-209632.4717
7.054;-227067.1348
7.056;-217242.9794
7.058;-232595.7807
7.06;-253264.618
7.062;-257762.4999
7.064;-278018.2403
7.066;-262879.155
7.068;-253184.0205
7.07;-285931.782
7.072;-245570.8895
7.074;-279097.0309
7.076;-276897.7613
7.078;-266175.0816
7.08;-264150.7611
7.082;-305321.9659
7.084;-333557.2686
7.086;-314731.8049
7.088;-307900.5986
7.09;-333744.4688
7.092;-324497.8946
7.094;-305520.2261
7.096;-343251.8642
7.098;-381043.0001
7.1;-376020.5548
7.102;-450898.5216
7.104;-446195.9983
7.106;-377029.1843
7.108;-436934.0818
7.11;-411023.6805
7.112;-454077.0971
7.114;-445556.0124
7.116;-418241.8789
7.118;-410541.0891
7.12;-433213.6721
7.122;-401580.2923
7.124;-410163.257
7.126;-375502.1738
7.128;-355349.8033
7.13;-334814.4113
7.132;-307779.4759
7.134;-310412.5871
7.136;-324413.8374
7.138;-295837.8251
7.14;-298412.1474
7.142;-317075.5939
7.144;-371124.3086
7.146;-343443.5168
7.148;-370298.7673
7.15;-343188.8495
7.152;-323346.192
7.154;-331500.193
7.156;-303915.199
7.158;-316707.6026
7.16;-292680.8595
7.162;-318702.7697
7.164;-339685.9847
7.166;-411407.4395
7.168;-341163.9336
7.17;-364103.0096
7.172;-295127.2526
7.174;-299653.182
7.176;-294649.0568
7.178;-234427.7964
7.18;-242579.713
7.182;-193641.7262
7.184;-227883.8139
7.186;-212273.0982
7.188;-220032.3507
7.19;-206032.022
7.192;-176316.5444
7.194;-182825.659
7.196;-203389.141
7.198;-209695.1175
7.2;-189395.1934
7.202;-211403.3445
7.204;-204997.5147
7.206;-217481.5526
7.208;-204608.7786
7.21;-197431.1767
7.212;-193480.0778
7.214;-192705.0159
7.216;-182398.6519
7.218;-176362.7276
7.22;-197916.4198
7.222;-176106.0044
7.224;-180189.9954
7.226;-201333.0581
7.228;-190603.9124
7.23;-201177.2232
7.232;-208168.2346
7.234;-222734.2334
7.236;-210344.5755
7.238;-234279.0373
7.24;-220972.3365
7.242;-228794.0505
7.244;-242152.2236
7.246;-262249.1232
7.248;-264763.2953
7.25;-250021.5816
7.252;-229402.7988
7.254;-228452.4619
7.256;-254992.0442
7.258;-253193.7195
7.26;-206812.1034
7.262;-218174.0603
7.264;-191430.4605
7.266;-203401.676
7.268;-226181.0035
7.27;-259654.8075
7.272;-268631.4289
7.274;-306541.9577
7.276;-321639.1562
7.278;-293574.4633
7.28;-286672.4438
7.282;-301476.1509
7.284;-326311.0796
7.286;-355658.5802
7.288;-307515.9605
7.29;-283338.3739
7.292;-279117.6765
7.294;-298208.2151
7.296;-266851.2542
7.298;-260862.8318
7.3;-268429.425
7.302;-239625.9705
7.304;-278809.7503
7.306;-296925.3788
7.308;-265905.469
7.31;-291869.1574
7.312;-214775.5719
7.314;-244383.5393
7.316;-204471.3065
7.318;-194458.3059
7.32;-180519.5171
7.322;-161329.8342
7.324;-167169.9369
7.326;-171472.5788
7.328;-194926.973
7.33;-220875.9713
7.332;-221889.0674
7.334;-233090.1414
7.336;-257519.8003
7.338;-242283.3291
7.34;-257712.9561
7.342;-298300.5816
7.344;-263221.3108
7.346;-345036.4061
7.348;-300726.4425
7.35;-386607.5916
7.352;-399079.8461
7.354;-425330.8434
7.356;-362853.609
7.358;-341980.2582
7.36;-300114.3905
7.362;-386398.0442
7.364;-310698.2228
7.366;-329579.214
7.368;-326561.2943
7.37;-388652.2174
7.372;-298599.688
7.374;-195553.6018
7.376;-191900.3328
7.378;-189371.5841
7.38;-192345.4049
7.382;-167388.1623
7.384;-189462.2774
7.386;-217958.1319
7.388;-220504.6194
7.39;-234983.087
7.392;-253246.3545
7.394;-287315.918
7.396;-321110.2255
7.398;-322669.3105
7.4;-319816.7828
7.402;-373539.308
7.404;-322472.4964
7.406;-334482.1811
7.408;-353164.2882
7.41;-348185.0625
7.412;-287988.2621
7.414;-271628.5611
7.416;-260847.6596
7.418;-235282.8174
7.42;-252952.438
7.422;-258919.8743
7.424;-245192.1218
7.426;-229450.8536
7.428;-252410.7739
7.43;-235585.7664
7.432;-256261.1546
7.434;-233927.0832
7.436;-244733.4373
7.438;-281545.7494
7.44;-305745.0593
7.442;-313866.5321
7.444;-358666.9144
7.446;-315108.2473
7.448;-304991.097
7.45;-305966.3192
7.452;-288158.8436
7.454;-317953.3449
7.456;-335930.8348
7.458;-388892.1662
7.46;-354916.1603
7.462;-379094.5693
7.464;-374437.7614
7.466;-389355.1895
7.468;-400977.4003
7.47;-431719.2465
7.472;-390122.4525
7.474;-341033.7357
7.476;-308759.5474
7.478;-325769.0468
7.48;-344214.1262
7.482;-352563.0128
7.484;-398484.4412
7.486;-374796.9896
7.488;-329361.414
7.49;-292303.3961
7.492;-314799.0167
7.494;-279236.559
7.496;-310103.4699
7.498;-310694.224
7.5;-353383.818
7.502;-387038.9661
7.504;-424894.5345
7.506;-406594.8536
7.508;-422824.5836
7.51;-360661.883
7.512;-326837.543
7.514;-330314.147
7.516;-323331.4168
7.518;-321051.6634
7.52;-322013.9252
7.522;-309966.012
7.524;-289052.4476
7.526;-245477.3605
7.528;-259137.4759
7.53;-221710.3892
7.532;-223572.7634
7.534;-217731.739
7.536;-186012.5013
7.538;-180163.7346
7.54;-185598.6813
7.542;-173772.992
7.544;-178630.2723
7.546;-171836.9542
7.548;-171459.6044
7.55;-158668.8882
7.552;-162713.247
7.554;-165503.3841
7.556;-178916.7304
7.558;-165536.5787
7.56;-177367.6846
7.562;-192739.0755
7.564;-191560.9988
7.566;-187521.929
7.568;-203504.2093
7.57;-222657.9751
7.572;-215407.3763
7.574;-251700.5983
7.576;-257524.8767
7.578;-268951.039
7.58;-283254.8839
7.582;-293786.2511
7.584;-305054.3383
7.586;-324487.1464
7.588;-321860.7563
7.59;-347053.892
7.592;-376460.8624
7.594;-356444.7589
7.596;-363983.0211
7.598;-375702.9865
7.6;-391458.4343
7.602;-399348.9484
7.604;-407423.1743
7.606;-433424.0136
7.608;-444520.2995
7.61;-429143.6764
7.612;-411455.5939
7.614;-368330.2295
7.616;-387993.5993
7.618;-351162.4849
7.62;-347224.6723
7.622;-355007.5057
7.624;-340696.7128
7.626;-333475.5936
7.628;-428153.0267
7.63;-288276.5068
7.632;-285142.6824
7.634;-251123.2582
7.636;-284915.4955
7.638;-268657.0941
7.64;-268277.9293
7.642;-280509.3278
7.644;-279928.1874
7.646;-263625.829
7.648;-248521.399
7.65;-235985.0946
7.652;-232792.7509
7.654;-278955.3474
7.656;-204511.3499
7.658;-229653.1127
7.66;-301825.9639
7.662;-251234.5688
7.664;-275447.7748
7.666;-236361.14
7.668;-298217.1484
7.67;-281507.9747
7.672;-230908.6248
7.674;-276627.7517
7.676;-203069.7579
7.678;-245310.4655
7.68;-262170.0005
7.682;-198194.4268
7.684;-182168.5865
7.686;-211645.9022
7.688;-204369.7799
7.69;-206847.3825
7.692;-172623.2746
7.694;-224771.5709
7.696;-244414.7345
7.698;-200185.2832
7.7;-232041.355
7.702;-188852.7068
7.704;-197094.5368
7.706;-223391.2351
7.708;-201048.415
7.71;-224123.8996
7.712;-208432.6857
7.714;-249419.2284
7.716;-216006.4256
7.718;-217557.414
7.72;-217505.0059
7.722;-213332.803
7.724;-219129.9554
7.726;-229384.5778
7.728;-249667.0611
7.73;-282992.9284
7.732;-296143.5392
7.734;-295373.6389
7.736;-290546.3627
7.738;-278116.5905
7.74;-265351.5536
7.742;-249502.6618
7.744;-254792.2524
7.746;-284701.4105
7.748;-262734.8625
7.75;-271780.9643
7.752;-282270.303
7.754;-278853.0551
7.756;-309896.4465
7.758;-269777.573
7.76;-255099.4695
7.762;-222093.5952
7.764;-222013.0121
7.766;-230968.9877
7.768;-197502.2312
7.77;-207776.0953
7.772;-220856.531
7.774;-222300.3208
7.776;-198498.6377
7.778;-226484.463
7.78;-223788.8194
7.782;-237724.9991
7.784;-246922.384
7.786;-227519.0556
7.788;-298330.5574
7.79;-291237.9062
7.792;-290464.3474
7.794;-280828.2289
7.796;-251179.9487
7.798;-234690.1773
7.8;-234055.0407
7.802;-265351.5821
7.804;-272145.4107
7.806;-291548.7816
7.808;-298957.1012
7.81;-340078.8188
7.812;-317332.5865
7.814;-336996.495
